Provider,Unique_Beneficiaries,Avg_Patient_Age,Avg_Chronic_Conditions,IP_Claim_Count,IP_Unique_Beneficiaries,IP_Total_Reimbursement,IP_Avg_Reimbursement,IP_Max_Reimbursement,IP_Total_Deductible,IP_Avg_Deductible,IP_Avg_Claim_Duration,IP_Max_Claim_Duration,IP_Unique_Diagnosis_Codes,IP_Unique_Procedure_Codes,OP_Claim_Count,OP_Unique_Beneficiaries,OP_Total_Reimbursement,OP_Avg_Reimbursement,OP_Max_Reimbursement,OP_Total_Deductible,OP_Avg_Deductible,Total_Claims,Total_Reimbursement,Total_Deductible,Claims_Per_Beneficiary,Reimbursement_Per_Beneficiary,IP_Claim_Share,OP_Claim_Share,IP_Reimbursement_Range,OP_Reimbursement_Range,PotentialFraud
PRV51016,6,71.8320784850559,5.5,,,,,,,,,,,,6.0,6.0,170.0,28.333333333333332,90.0,0.0,0.0,6.0,170.0,0.0,1.0,28.333333333333332,0.0,1.0,0.0,61.66666666666667,No
PRV51017,420,73.81720934780483,4.247619047619048,,,,,,,,,,,,515.0,420.0,142720.0,277.126213592233,3300.0,1050.0,2.0388349514563107,515.0,142720.0,1050.0,1.2261904761904763,339.8095238095238,0.0,1.0,0.0,3022.873786407767,No
PRV51021,208,74.83126678249882,4.461538461538462,29.0,23.0,269000.0,9275.862068965518,57000.0,30972.0,1068.0,4.793103448275862,17.0,178.0,18.0,228.0,187.0,79830.0,350.13157894736844,3300.0,520.0,2.280701754385965,257.0,348830.0,31492.0,1.2355769230769231,1677.0673076923076,0.11284046692607004,0.8871595330739299,47724.13793103448,2949.8684210526317,Yes
PRV51023,35,73.90186760535836,4.428571428571429,9.0,9.0,54000.0,6000.0,13000.0,8544.0,1068.0,3.5555555555555554,10.0,70.0,5.0,27.0,27.0,11610.0,430.0,2200.0,80.0,2.962962962962963,36.0,65610.0,8624.0,1.0285714285714285,1874.5714285714287,0.25,0.75,7000.0,1770.0,No
PRV51024,38,69.3305954825462,4.7631578947368425,9.0,9.0,61000.0,6777.777777777777,13000.0,9612.0,1068.0,4.333333333333333,10.0,58.0,7.0,30.0,29.0,3050.0,101.66666666666667,400.0,90.0,3.0,39.0,64050.0,9702.0,1.0263157894736843,1685.5263157894738,0.23076923076923078,0.7692307692307693,6222.222222222223,298.3333333333333,No
PRV51025,76,74.81015166252386,4.328947368421052,13.0,12.0,86000.0,6615.384615384615,17000.0,13884.0,1068.0,7.0,28.0,88.0,11.0,74.0,66.0,32350.0,437.1621621621622,3300.0,400.0,5.405405405405405,87.0,118350.0,14284.0,1.144736842105263,1557.2368421052631,0.14942528735632185,0.8505747126436781,10384.615384615385,2862.837837837838,No
PRV51026,56,70.54766793781168,4.053571428571429,,,,,,,,,,,,76.0,56.0,19840.0,261.05263157894734,3300.0,340.0,4.473684210526316,76.0,19840.0,340.0,1.3571428571428572,354.2857142857143,0.0,1.0,0.0,3038.9473684210525,No
PRV51027,44,73.30732375085557,4.659090909090909,,,,,,,,,,,,53.0,44.0,29840.0,563.0188679245283,3300.0,0.0,0.0,53.0,29840.0,0.0,1.2045454545454546,678.1818181818181,0.0,1.0,0.0,2736.9811320754716,No
PRV51029,79,72.46595447889862,3.7721518987341773,,,,,,,,,,,,93.0,79.0,30660.0,329.6774193548387,3300.0,160.0,1.7204301075268817,93.0,30660.0,160.0,1.1772151898734178,388.1012658227848,0.0,1.0,0.0,2970.3225806451615,No
PRV51030,145,72.86151667492742,4.696551724137931,82.0,71.0,705600.0,8604.878048780487,57000.0,86508.0,1068.0,4.621951219512195,23.0,368.0,48.0,89.0,78.0,34160.0,383.82022471910113,3300.0,240.0,2.696629213483146,171.0,739760.0,86748.0,1.1793103448275861,5101.793103448276,0.47953216374269003,0.52046783625731,48395.12195121951,2916.179775280899,No
PRV51031,157,74.08643412373516,4.821656050955414,28.0,26.0,329000.0,11750.0,68000.0,29904.0,1068.0,5.535714285714286,18.0,182.0,23.0,157.0,135.0,30720.0,195.6687898089172,2300.0,340.0,2.1656050955414012,185.0,359720.0,30244.0,1.178343949044586,2291.2101910828023,0.15135135135135136,0.8486486486486486,56250.0,2104.331210191083,No
PRV51032,21,72.06583879273818,4.571428571428571,,,,,,,,,,,,23.0,21.0,5420.0,235.65217391304347,2900.0,50.0,2.1739130434782608,23.0,5420.0,50.0,1.0952380952380953,258.0952380952381,0.0,1.0,0.0,2664.3478260869565,No
PRV51035,25,76.25571526351814,4.64,1.0,1.0,29000.0,29000.0,29000.0,1068.0,1068.0,14.0,14.0,10.0,1.0,29.0,24.0,3560.0,122.75862068965517,700.0,360.0,12.413793103448276,30.0,32560.0,1428.0,1.2,1302.4,0.03333333333333333,0.9666666666666667,0.0,577.2413793103449,No
PRV51036,131,73.19667068984435,3.877862595419847,,,,,,,,,,,,278.0,131.0,74880.0,269.3525179856115,4400.0,1410.0,5.071942446043166,278.0,74880.0,1410.0,2.122137404580153,571.6030534351145,0.0,1.0,0.0,4130.6474820143885,No
PRV51037,206,73.06437271984211,4.145631067961165,23.0,21.0,214000.0,9304.347826086956,23000.0,24564.0,1068.0,4.521739130434782,17.0,144.0,12.0,431.0,202.0,128230.0,297.51740139211137,3300.0,960.0,2.2273781902552203,454.0,342230.0,25524.0,2.203883495145631,1661.3106796116506,0.05066079295154185,0.9493392070484582,13695.652173913044,3002.4825986078886,Yes
PRV51038,107,72.49483454553595,4.672897196261682,30.0,26.0,229600.0,7653.333333333333,17000.0,30972.0,1068.0,4.033333333333333,24.0,172.0,14.0,111.0,83.0,35890.0,323.3333333333333,3300.0,220.0,1.981981981981982,141.0,265490.0,31192.0,1.3177570093457944,2481.214953271028,0.2127659574468085,0.7872340425531915,9346.666666666668,2976.6666666666665,No
PRV51040,69,72.60732672678034,4.086956521739131,9.0,8.0,63000.0,7000.0,21000.0,8544.0,1068.0,10.555555555555555,33.0,62.0,7.0,77.0,62.0,11470.0,148.96103896103895,1600.0,240.0,3.116883116883117,86.0,74470.0,8784.0,1.2463768115942029,1079.2753623188405,0.10465116279069768,0.8953488372093024,14000.0,1451.0389610389611,No
PRV51041,31,71.47989666821223,4.032258064516129,,,,,,,,,,,,34.0,31.0,7410.0,217.94117647058823,3200.0,270.0,7.9411764705882355,34.0,7410.0,270.0,1.096774193548387,239.03225806451613,0.0,1.0,0.0,2982.0588235294117,No
PRV51042,128,74.59400667351129,3.96875,,,,,,,,,,,,142.0,128.0,48050.0,338.38028169014086,3300.0,310.0,2.183098591549296,142.0,48050.0,310.0,1.109375,375.390625,0.0,1.0,0.0,2961.6197183098593,No
PRV51043,20,74.31512662559891,4.4,,,,,,,,,,,,23.0,20.0,4480.0,194.7826086956522,1100.0,0.0,0.0,23.0,4480.0,0.0,1.15,224.0,0.0,1.0,0.0,905.2173913043478,No
PRV51044,39,71.37029431895962,4.230769230769231,,,,,,,,,,,,59.0,39.0,21330.0,361.52542372881356,3300.0,130.0,2.2033898305084745,59.0,21330.0,130.0,1.5128205128205128,546.9230769230769,0.0,1.0,0.0,2938.4745762711864,No
PRV51045,29,72.99053553305484,4.275862068965517,,,,,,,,,,,,31.0,29.0,8390.0,270.64516129032256,3300.0,40.0,1.2903225806451613,31.0,8390.0,40.0,1.0689655172413792,289.3103448275862,0.0,1.0,0.0,3029.3548387096776,No
PRV51046,26,72.57263202232402,4.653846153846154,8.0,7.0,101000.0,12625.0,38000.0,8544.0,1068.0,4.5,9.0,58.0,5.0,30.0,19.0,8370.0,279.0,2000.0,100.0,3.3333333333333335,38.0,109370.0,8644.0,1.4615384615384615,4206.538461538462,0.21052631578947367,0.7894736842105263,25375.0,1721.0,No
PRV51047,11,72.08213552361396,3.909090909090909,,,,,,,,,,,,11.0,11.0,2530.0,230.0,1300.0,0.0,0.0,11.0,2530.0,0.0,1.0,230.0,0.0,1.0,0.0,1070.0,No
PRV51048,33,72.77389915582934,4.909090909090909,4.0,4.0,19000.0,4750.0,7000.0,4272.0,1068.0,4.75,10.0,36.0,3.0,34.0,30.0,8700.0,255.88235294117646,3300.0,80.0,2.3529411764705883,38.0,27700.0,4352.0,1.1515151515151516,839.3939393939394,0.10526315789473684,0.8947368421052632,2250.0,3044.1176470588234,No
PRV51049,65,71.60768704259463,4.415384615384616,,,,,,,,,,,,71.0,65.0,21720.0,305.9154929577465,3300.0,190.0,2.676056338028169,71.0,21720.0,190.0,1.0923076923076922,334.15384615384613,0.0,1.0,0.0,2994.0845070422533,No
PRV51052,37,71.85163808572433,4.135135135135135,2.0,2.0,14000.0,7000.0,9000.0,2136.0,1068.0,9.0,14.0,18.0,1.0,44.0,36.0,16800.0,381.8181818181818,3300.0,210.0,4.7727272727272725,46.0,30800.0,2346.0,1.2432432432432432,832.4324324324324,0.043478260869565216,0.9565217391304348,2000.0,2918.181818181818,Yes
PRV51053,1,69.66735112936345,4.0,1.0,1.0,8000.0,8000.0,8000.0,1068.0,1068.0,5.0,5.0,10.0,1.0,,,,,,,,1.0,8000.0,1068.0,1.0,8000.0,1.0,0.0,0.0,0.0,No
PRV51054,40,71.99069130732376,3.575,,,,,,,,,,,,57.0,40.0,15130.0,265.43859649122805,1900.0,140.0,2.456140350877193,57.0,15130.0,140.0,1.425,378.25,0.0,1.0,0.0,1634.561403508772,No
PRV51055,22,70.3320266318213,4.681818181818182,2.0,2.0,16700.0,8350.0,16000.0,2136.0,1068.0,5.5,6.0,19.0,2.0,20.0,20.0,4940.0,247.0,2300.0,70.0,3.5,22.0,21640.0,2206.0,1.0,983.6363636363636,0.09090909090909091,0.9090909090909091,7650.0,2053.0,No
PRV51056,21,78.13017828623578,5.428571428571429,2.0,2.0,8000.0,4000.0,5000.0,2136.0,1068.0,3.0,5.0,16.0,2.0,20.0,19.0,6700.0,335.0,2500.0,10.0,0.5,22.0,14700.0,2146.0,1.0476190476190477,700.0,0.09090909090909091,0.9090909090909091,1000.0,2165.0,No
PRV51057,4,80.03969883641342,3.0,,,,,,,,,,,,5.0,4.0,6830.0,1366.0,3300.0,0.0,0.0,5.0,6830.0,0.0,1.25,1707.5,0.0,1.0,0.0,1934.0,No
PRV51058,75,74.68400638831851,4.48,5.0,5.0,91000.0,18200.0,57000.0,5340.0,1068.0,7.4,16.0,43.0,5.0,78.0,71.0,16030.0,205.51282051282053,2500.0,200.0,2.5641025641025643,83.0,107030.0,5540.0,1.1066666666666667,1427.0666666666666,0.060240963855421686,0.9397590361445783,38800.0,2294.4871794871797,No
PRV51059,82,74.958214387072,4.024390243902439,25.0,23.0,401000.0,16040.0,57000.0,26700.0,1068.0,6.88,35.0,170.0,22.0,71.0,60.0,20060.0,282.53521126760563,3300.0,240.0,3.380281690140845,96.0,421060.0,26940.0,1.170731707317073,5134.878048780488,0.2604166666666667,0.7395833333333334,40960.0,3017.4647887323945,Yes
PRV51060,42,72.97474006714253,4.523809523809524,5.0,5.0,35000.0,7000.0,14000.0,5340.0,1068.0,4.8,9.0,37.0,,37.0,37.0,8710.0,235.40540540540542,1020.0,0.0,0.0,42.0,43710.0,5340.0,1.0,1040.7142857142858,0.11904761904761904,0.8809523809523809,7000.0,784.5945945945946,No
PRV51061,67,75.84802884959188,4.044776119402985,1.0,1.0,3000.0,3000.0,3000.0,1068.0,1068.0,8.0,8.0,8.0,2.0,144.0,66.0,51940.0,360.69444444444446,6700.0,260.0,1.8055555555555556,145.0,54940.0,1328.0,2.1641791044776117,820.0,0.006896551724137931,0.993103448275862,0.0,6339.305555555556,No
PRV51062,166,73.3108532693402,4.0,3.0,3.0,45000.0,15000.0,25000.0,3204.0,1068.0,4.333333333333333,6.0,24.0,5.0,394.0,164.0,108380.0,275.0761421319797,3300.0,740.0,1.8781725888324874,397.0,153380.0,3944.0,2.391566265060241,923.9759036144578,0.007556675062972292,0.9924433249370277,10000.0,3024.92385786802,No
PRV51063,115,70.73018480492813,4.426086956521739,,,,,,,,,,,,149.0,115.0,51110.0,343.02013422818794,3300.0,160.0,1.0738255033557047,149.0,51110.0,160.0,1.2956521739130435,444.4347826086956,0.0,1.0,0.0,2956.979865771812,No
PRV51064,227,74.25001884533856,4.52863436123348,36.0,34.0,280000.0,7777.777777777777,37000.0,38448.0,1068.0,5.305555555555555,29.0,191.0,20.0,267.0,198.0,80320.0,300.8239700374532,3300.0,500.0,1.8726591760299625,303.0,360320.0,38948.0,1.3348017621145374,1587.3127753303966,0.1188118811881188,0.8811881188118812,29222.222222222223,2999.1760299625466,Yes
PRV51065,26,77.03459169167589,4.615384615384615,10.0,10.0,75000.0,7500.0,11000.0,9612.0,1068.0,5.6,17.0,70.0,9.0,18.0,16.0,1570.0,87.22222222222223,300.0,110.0,6.111111111111111,28.0,76570.0,9722.0,1.0769230769230769,2945.0,0.35714285714285715,0.6428571428571429,3500.0,212.77777777777777,No
PRV51066,21,70.08180958899645,3.8095238095238093,2.0,2.0,19000.0,9500.0,15000.0,2136.0,1068.0,2.0,3.0,17.0,2.0,22.0,19.0,5790.0,263.1818181818182,2200.0,100.0,4.545454545454546,24.0,24790.0,2236.0,1.1428571428571428,1180.4761904761904,0.08333333333333333,0.9166666666666666,5500.0,1936.8181818181818,No
PRV51067,49,69.31405662881168,4.224489795918367,12.0,11.0,326000.0,27166.666666666668,83000.0,12816.0,1068.0,6.583333333333333,23.0,99.0,11.0,46.0,39.0,8520.0,185.2173913043478,2100.0,280.0,6.086956521739131,58.0,334520.0,13096.0,1.183673469387755,6826.938775510204,0.20689655172413793,0.7931034482758621,55833.33333333333,1914.7826086956522,Yes
PRV51068,214,71.50682863484874,4.154205607476635,9.0,9.0,77000.0,8555.555555555555,19000.0,8544.0,1068.0,3.0,6.0,69.0,3.0,252.0,206.0,66260.0,262.93650793650795,3300.0,440.0,1.746031746031746,261.0,143260.0,8984.0,1.219626168224299,669.4392523364486,0.034482758620689655,0.9655172413793104,10444.444444444445,3037.063492063492,No
PRV51070,69,72.26465890942278,4.072463768115942,10.0,10.0,101000.0,10100.0,22000.0,10680.0,1068.0,4.1,15.0,74.0,6.0,89.0,61.0,24410.0,274.2696629213483,3300.0,300.0,3.3707865168539324,99.0,125410.0,10980.0,1.434782608695652,1817.536231884058,0.10101010101010101,0.898989898989899,11900.0,3025.7303370786517,No
PRV51071,24,69.98847821127082,4.875,,,,,,,,,,,,24.0,24.0,8550.0,356.25,3200.0,50.0,2.0833333333333335,24.0,8550.0,50.0,1.0,356.25,0.0,1.0,0.0,2843.75,No
PRV51072,160,72.43336755646817,4.40625,12.0,12.0,72000.0,6000.0,14000.0,11748.0,1068.0,4.25,13.0,91.0,6.0,200.0,150.0,47170.0,235.85,3200.0,430.0,2.15,212.0,119170.0,12178.0,1.325,744.8125,0.05660377358490566,0.9433962264150944,8000.0,2964.15,No
PRV51074,39,74.51805050983697,4.615384615384615,5.0,5.0,31000.0,6200.0,15000.0,5340.0,1068.0,2.6,4.0,40.0,1.0,34.0,34.0,10170.0,299.11764705882354,2500.0,80.0,2.3529411764705883,39.0,41170.0,5420.0,1.0,1055.6410256410256,0.1282051282051282,0.8717948717948718,8800.0,2200.8823529411766,No
PRV51075,13,76.54441109882588,4.615384615384615,,,,,,,,,,,,17.0,13.0,8550.0,502.94117647058823,3000.0,70.0,4.117647058823529,17.0,8550.0,70.0,1.3076923076923077,657.6923076923077,0.0,1.0,0.0,2497.0588235294117,No
PRV51076,27,77.11896975688899,4.888888888888889,,,,,,,,,,,,29.0,27.0,10230.0,352.7586206896552,3300.0,50.0,1.7241379310344827,29.0,10230.0,50.0,1.0740740740740742,378.8888888888889,0.0,1.0,0.0,2947.2413793103447,No
PRV51077,30,72.77718457677389,5.466666666666667,16.0,13.0,199000.0,12437.5,56000.0,16020.0,1068.0,5.9375,19.0,104.0,8.0,17.0,17.0,5350.0,314.70588235294116,2600.0,200.0,11.764705882352942,33.0,204350.0,16220.0,1.1,6811.666666666667,0.48484848484848486,0.5151515151515151,43562.5,2285.294117647059,Yes
PRV51078,23,72.22378954260036,4.217391304347826,9.0,9.0,76000.0,8444.444444444445,16000.0,8544.0,1068.0,6.666666666666667,21.0,70.0,8.0,14.0,14.0,2270.0,162.14285714285714,800.0,100.0,7.142857142857143,23.0,78270.0,8644.0,1.0,3403.0434782608695,0.391304347826087,0.6086956521739131,7555.555555555555,637.8571428571429,No
PRV51081,131,72.37874299209471,4.480916030534351,6.0,6.0,79000.0,13166.666666666666,48000.0,6408.0,1068.0,6.0,10.0,50.0,8.0,194.0,125.0,45080.0,232.37113402061857,3300.0,760.0,3.917525773195876,200.0,124080.0,7168.0,1.5267175572519085,947.175572519084,0.03,0.97,34833.333333333336,3067.6288659793813,No
PRV51082,31,73.73553244573978,3.935483870967742,,,,,,,,,,,,34.0,31.0,5470.0,160.88235294117646,1000.0,70.0,2.0588235294117645,34.0,5470.0,70.0,1.096774193548387,176.4516129032258,0.0,1.0,0.0,839.1176470588235,No
PRV51083,81,75.74152660531853,4.604938271604938,,,,,,,,,,,,90.0,81.0,18100.0,201.11111111111111,3300.0,140.0,1.5555555555555556,90.0,18100.0,140.0,1.1111111111111112,223.45679012345678,0.0,1.0,0.0,3098.8888888888887,No
PRV51084,85,73.66818858960421,4.447058823529412,20.0,19.0,191000.0,9550.0,45000.0,21360.0,1068.0,5.65,28.0,130.0,11.0,90.0,67.0,24580.0,273.1111111111111,3300.0,530.0,5.888888888888889,110.0,215580.0,21890.0,1.2941176470588236,2536.235294117647,0.18181818181818182,0.8181818181818182,35450.0,3026.8888888888887,Yes
PRV51086,115,75.8305865547719,4.426086956521739,31.0,30.0,413000.0,13322.58064516129,57000.0,33108.0,1068.0,4.838709677419355,11.0,177.0,24.0,108.0,86.0,33170.0,307.1296296296296,3300.0,60.0,0.5555555555555556,139.0,446170.0,33168.0,1.208695652173913,3879.7391304347825,0.22302158273381295,0.7769784172661871,43677.41935483871,2992.8703703703704,No
PRV51089,197,72.76829374220425,4.385786802030457,18.0,18.0,177000.0,9833.333333333334,41000.0,18156.0,1068.0,5.166666666666667,14.0,127.0,16.0,210.0,179.0,53900.0,256.6666666666667,3300.0,540.0,2.5714285714285716,228.0,230900.0,18696.0,1.1573604060913705,1172.0812182741117,0.07894736842105263,0.9210526315789473,31166.666666666664,3043.3333333333335,No
PRV51090,7,73.33215996871027,4.285714285714286,,,,,,,,,,,,7.0,7.0,5830.0,832.8571428571429,3300.0,60.0,8.571428571428571,7.0,5830.0,60.0,1.0,832.8571428571429,0.0,1.0,0.0,2467.142857142857,No
PRV51091,44,70.53114305270363,4.5,,,,,,,,,,,,44.0,44.0,9270.0,210.6818181818182,2100.0,80.0,1.8181818181818181,44.0,9270.0,80.0,1.0,210.6818181818182,0.0,1.0,0.0,1889.3181818181818,No
PRV51093,9,77.21225948741349,4.666666666666667,2.0,2.0,11000.0,5500.0,11000.0,2136.0,1068.0,6.0,11.0,20.0,2.0,7.0,7.0,2710.0,387.14285714285717,2100.0,0.0,0.0,9.0,13710.0,2136.0,1.0,1523.3333333333333,0.2222222222222222,0.7777777777777778,5500.0,1712.857142857143,No
PRV51096,5,86.5472963723477,4.8,,,,,,,,,,,,5.0,5.0,3200.0,640.0,2100.0,100.0,20.0,5.0,3200.0,100.0,1.0,640.0,0.0,1.0,0.0,1460.0,No
PRV51097,71,71.44622147670417,3.676056338028169,,,,,,,,,,,,125.0,71.0,44420.0,355.36,3500.0,230.0,1.84,125.0,44420.0,230.0,1.7605633802816902,625.6338028169014,0.0,1.0,0.0,3144.64,No
PRV51098,4,83.45722108145105,6.0,,,,,,,,,,,,4.0,4.0,300.0,75.0,200.0,0.0,0.0,4.0,300.0,0.0,1.0,75.0,0.0,1.0,0.0,125.0,No
PRV51100,5,72.16646132785763,3.6,5.0,5.0,78000.0,15600.0,33000.0,5340.0,1068.0,6.0,9.0,44.0,4.0,,,,,,,,5.0,78000.0,5340.0,1.0,15600.0,1.0,0.0,17400.0,0.0,No
PRV51101,3,58.69404517453799,6.333333333333333,3.0,3.0,16600.0,5533.333333333333,13000.0,3204.0,1068.0,3.3333333333333335,6.0,24.0,1.0,,,,,,,,3.0,16600.0,3204.0,1.0,5533.333333333333,1.0,0.0,7466.666666666667,0.0,No
PRV51102,11,82.30875490013067,4.636363636363637,12.0,11.0,148000.0,12333.333333333334,47000.0,12816.0,1068.0,4.0,10.0,97.0,10.0,,,,,,,,12.0,148000.0,12816.0,1.0909090909090908,13454.545454545454,1.0,0.0,34666.666666666664,0.0,No
PRV51103,4,75.70773442847366,7.25,,,,,,,,,,,,6.0,4.0,440.0,73.33333333333333,200.0,60.0,10.0,6.0,440.0,60.0,1.5,110.0,0.0,1.0,0.0,126.66666666666667,Yes
PRV51104,9,78.33204045935052,4.777777777777778,,,,,,,,,,,,12.0,9.0,1900.0,158.33333333333334,700.0,110.0,9.166666666666666,12.0,1900.0,110.0,1.3333333333333333,211.11111111111111,0.0,1.0,0.0,541.6666666666666,No
PRV51105,12,77.64316678074378,5.083333333333333,,,,,,,,,,,,12.0,12.0,6540.0,545.0,1800.0,0.0,0.0,12.0,6540.0,0.0,1.0,545.0,0.0,1.0,0.0,1255.0,No
PRV51108,19,73.51965128426816,5.947368421052632,19.0,19.0,156000.0,8210.526315789473,22000.0,19224.0,1068.0,5.2631578947368425,16.0,119.0,6.0,,,,,,,,19.0,156000.0,19224.0,1.0,8210.526315789473,1.0,0.0,13789.473684210527,0.0,No
PRV51109,3,57.775039926990644,8.333333333333334,3.0,3.0,18000.0,6000.0,8000.0,3204.0,1068.0,6.333333333333333,9.0,27.0,4.0,,,,,,,,3.0,18000.0,3204.0,1.0,6000.0,1.0,0.0,2000.0,0.0,No
PRV51110,5,69.23367556468172,5.6,5.0,5.0,27000.0,5400.0,9000.0,5340.0,1068.0,10.2,28.0,47.0,4.0,,,,,,,,5.0,27000.0,5340.0,1.0,5400.0,1.0,0.0,3600.0,0.0,No
PRV51111,85,74.0546764907195,4.305882352941176,,,,,,,,,,,,132.0,85.0,54860.0,415.6060606060606,7010.0,200.0,1.5151515151515151,132.0,54860.0,200.0,1.5529411764705883,645.4117647058823,0.0,1.0,0.0,6594.393939393939,No
PRV51112,195,72.23190298180032,4.133333333333334,,,,,,,,,,,,304.0,195.0,105250.0,346.2171052631579,4100.0,810.0,2.664473684210526,304.0,105250.0,810.0,1.558974358974359,539.7435897435897,0.0,1.0,0.0,3753.782894736842,No
PRV51113,78,73.9841696063462,3.8974358974358974,,,,,,,,,,,,132.0,78.0,46390.0,351.43939393939394,3300.0,550.0,4.166666666666667,132.0,46390.0,550.0,1.6923076923076923,594.7435897435897,0.0,1.0,0.0,2948.560606060606,No
PRV51114,160,71.8919575633128,4.23125,,,,,,,,,,,,262.0,160.0,76720.0,292.82442748091603,8200.0,560.0,2.1374045801526718,262.0,76720.0,560.0,1.6375,479.5,0.0,1.0,0.0,7907.175572519084,No
PRV51115,6,74.06753365274926,4.5,,,,,,,,,,,,7.0,6.0,980.0,140.0,600.0,20.0,2.857142857142857,7.0,980.0,20.0,1.1666666666666667,163.33333333333334,0.0,1.0,0.0,460.0,No
PRV51117,10,68.98179329226556,5.8,,,,,,,,,,,,12.0,10.0,1950.0,162.5,1400.0,0.0,0.0,12.0,1950.0,0.0,1.2,195.0,0.0,1.0,0.0,1237.5,No
PRV51118,16,68.6654688569473,5.0625,16.0,16.0,136000.0,8500.0,22000.0,14952.0,1068.0,4.25,13.0,115.0,14.0,,,,,,,,16.0,136000.0,14952.0,1.0,8500.0,1.0,0.0,13500.0,0.0,No
PRV51119,81,76.28074800787554,5.1234567901234565,94.0,81.0,985000.0,10478.72340425532,118000.0,96120.0,1068.0,5.968085106382978,35.0,383.0,51.0,1.0,1.0,95580.0,95580.0,95580.0,865.0,865.0,95.0,1080580.0,96985.0,1.1728395061728396,13340.493827160493,0.9894736842105263,0.010526315789473684,107521.27659574468,0.0,Yes
